Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Central Bank of India",3479159,644830,4123989,68190.97,3713982,"(B) Regional Rural Bank","2015-09-16"
"Central Bank of India",5260424,1427251,6687675,55555.85,5319169,"(A) Public Sector Banks","2015-09-23"
"Central Bank of India",3481218,645768,4126986,69152.53,3714275,"(B) Regional Rural Bank","2015-09-23"
"Central Bank of India",5308431,1441222,6749653,57009.21,5340356,"(A) Public Sector Banks","2015-10-07"
"Central Bank of India",3484865,647709,4132574,71994.51,3714906,"(B) Regional Rural Bank","2015-10-07"
"Central Bank of India",5334041,1447740,6781781,57928.48,5348293,"(A) Public Sector Banks","2015-10-14"
"Central Bank of India",3486973,648631,4135604,72341.02,3715188,"(B) Regional Rural Bank","2015-10-14"
"Central Bank of India",5356323,1453409,6809732,58639.54,5357023,"(A) Public Sector Banks","2015-10-21"
"Central Bank of India",3499782,655531,4155313,72561.61,3714327,"(B) Regional Rural Bank","2015-10-21"
"Central Bank of India",5370525,1456717,6827242,58976.36,5360866,"(A) Public Sector Banks","2015-10-28"
"Central Bank of India",3508746,659456,4168202,72640.95,3714484,"(B) Regional Rural Bank","2015-10-28"
"Central Bank of India",5391767,1461449,6853216,59859.2,5366990,"(A) Public Sector Banks","2015-11-04"
"Central Bank of India",3521338,663221,4184559,72953.24,3714757,"(B) Regional Rural Bank","2015-11-04"
"Central Bank of India",5406686,1464635,6871321,60558.89,5373716,"(A) Public Sector Banks","2015-11-11"
"Central Bank of India",3524970,665226,4190196,73140.59,3714958,"(B) Regional Rural Bank","2015-11-11"
"Central Bank of India",5415621,1466303,6881924,61158.98,5376121,"(A) Public Sector Banks","2015-11-18"
"Central Bank of India",3528190,666440,4194630,73156.7,3715166,"(B) Regional Rural Bank","2015-11-18"
"Central Bank of India",5428703,1469633,6898336,61548.7,5379427,"(A) Public Sector Banks","2015-11-25"
"Central Bank of India",3531316,668784,4200100,72965,3715399,"(B) Regional Rural Bank","2015-11-25"
"Central Bank of India",5449622,1473649,6923271,63502.51,5387157,"(A) Public Sector Banks","2015-12-02"
"Central Bank of India",3534463,671308,4205771,74348.48,3715671,"(B) Regional Rural Bank","2015-12-02"
"Central Bank of India",5477180,1477585,6954765,64630.13,5397025,"(A) Public Sector Banks","2015-12-09"
"Central Bank of India",3538991,673738,4212729,75148.93,3715965,"(B) Regional Rural Bank","2015-12-09"
"Central Bank of India",5503309,1482148,6985457,65793.43,5410755,"(A) Public Sector Banks","2015-12-16"
"Central Bank of India",3543011,675530,4218541,75802.98,3768851,"(B) Regional Rural Bank","2015-12-16"
"Central Bank of India",5528184,1485305,7013489,67227.4,5422808,"(A) Public Sector Banks","2015-12-23"
"Central Bank of India",3547185,677201,4224386,77027.89,3837883,"(B) Regional Rural Bank","2015-12-23"
"Central Bank of India",5558405,1488056,7046461,68139.41,5444163,"(A) Public Sector Banks","2015-12-30"
"Central Bank of India",3551227,678698,4229925,77921.41,3869501,"(B) Regional Rural Bank","2015-12-30"
"Central Bank of India",5605774,1491117,7096891,69309.82,5465644,"(A) Public Sector Banks","2016-01-06"
"Central Bank of India",3556569,680586,4237155,78669.77,3887911,"(B) Regional Rural Bank","2016-01-06"
"Central Bank of India",5646568,1494358,7140926,70558.23,5478491,"(A) Public Sector Banks","2016-01-13"
"Central Bank of India",3558983,682091,4241074,79223.92,3910787,"(B) Regional Rural Bank","2016-01-13"
"Central Bank of India",5690297,1497548,7187845,71680.04,5530102,"(A) Public Sector Banks","2016-01-20"
"Central Bank of India",3560964,682950,4243914,80264.51,3988152,"(B) Regional Rural Bank","2016-01-20"
"Central Bank of India",5715643,1499509,7215152,72253.92,5547323,"(A) Public Sector Banks","2016-01-27"
"Central Bank of India",3561852,683570,4245422,80523.41,3988073,"(B) Regional Rural Bank","2016-01-27"
"Central Bank of India",5776581,1505490,7282071,75253.69,5563416,"(A) Public Sector Banks","2016-02-10"
"Central Bank of India",3565742,685299,4251041,83340.33,3988458,"(B) Regional Rural Bank","2016-02-10"
"Central Bank of India",5795116,1508123,7303239,76440.71,5567861,"(A) Public Sector Banks","2016-02-17"
"Central Bank of India",3567391,685957,4253348,84421.66,3988663,"(B) Regional Rural Bank","2016-02-17"
"Central Bank of India",5820883,1510847,7331730,77506.14,5621876,"(A) Public Sector Banks","2016-02-24"
"Central Bank of India",3569304,686753,4256057,84288.05,3988879,"(B) Regional Rural Bank","2016-02-24"
"Central Bank of India",5840138,1512997,7353135,78657.72,5637945,"(A) Public Sector Banks","2016-03-02"
"Central Bank of India",3570773,687418,4258191,84030.98,3989125,"(B) Regional Rural Bank","2016-03-02"
"Central Bank of India",5856695,1515888,7372583,79579.94,5648397,"(A) Public Sector Banks","2016-03-09"
"Central Bank of India",3572206,687960,4260166,84710.8,3989340,"(B) Regional Rural Bank","2016-03-09"
"Central Bank of India",5872466,1517596,7390062,80890.12,5661574,"(A) Public Sector Banks","2016-03-16"
"Central Bank of India",3573193,688482,4261675,85904.14,3989487,"(B) Regional Rural Bank","2016-03-16"
"Central Bank of India",5886264,1519481,7405745,82460.46,5673621,"(A) Public Sector Banks","2016-03-23"
"Central Bank of India",3574553,689238,4263791,87507.46,3989677,"(B) Regional Rural Bank","2016-03-23"
"Central Bank of India",5895011,1520237,7415248,85753.73,5677007,"(A) Public Sector Banks","2016-03-30"
"Central Bank of India",3575493,689834,4265327,89327.76,3989830,"(B) Regional Rural Bank","2016-03-30"
"Central Bank of India",5905719,1521617,7427336,86747.05,5686119,"(A) Public Sector Banks","2016-04-06"
"Central Bank of India",3576405,690294,4266699,90931.8,3989937,"(B) Regional Rural Bank","2016-04-06"
"Central Bank of India",5901560,1537072,7438632,87142.09,5693012,"(A) Public Sector Banks","2016-04-13"
"Central Bank of India",3577389,690679,4268068,89843.53,3990081,"(B) Regional Rural Bank","2016-04-13"
"Central Bank of India",5906648,1537908,7444556,86757.86,5694749,"(A) Public Sector Banks","2016-04-20"
"Central Bank of India",3577780,690802,4268582,90638.43,3990114,"(B) Regional Rural Bank","2016-04-20"
"Central Bank of India",5914988,1540704,7455692,88189.4,5700237,"(A) Public Sector Banks","2016-04-27"
"Central Bank of India",3579122,691728,4270850,91537.28,3990232,"(B) Regional Rural Bank","2016-04-27"
"Central Bank of India",5924029,1542706,7466735,89316.31,5705340,"(A) Public Sector Banks","2016-05-04"
"Central Bank of India",3584731,694711,4279442,92223.29,3990371,"(B) Regional Rural Bank","2016-05-04"
"Central Bank of India",5938797,1545940,7484737,90179.3,5711347,"(A) Public Sector Banks","2016-05-11"
"Central Bank of India",3587442,696893,4284335,93277.2,3990612,"(B) Regional Rural Bank","2016-05-11"
"Central Bank of India",5952451,1548897,7501348,90843.4,5720206,"(A) Public Sector Banks","2016-05-18"
"Central Bank of India",3590270,698210,4288480,93408.89,3990858,"(B) Regional Rural Bank","2016-05-18"
"Central Bank of India",5965778,1551738,7517516,91037.4,5728191,"(A) Public Sector Banks","2016-05-25"
"Central Bank of India",3592438,699114,4291552,93046.91,3991138,"(B) Regional Rural Bank","2016-05-25"
"Central Bank of India",5980474,1554030,7534504,93007.65,5737127,"(A) Public Sector Banks","2016-06-01"
"Central Bank of India",3594513,700016,4294529,92933.02,3991290,"(B) Regional Rural Bank","2016-06-01"
"Central Bank of India",3700788,1147831,4848619,18516.93,4327991,"(A) Public Sector Banks","2015-01-21"
"Central Bank of India",1857647,372082,2229729,27143.33,2120613,"(B) Regional Rural Bank","2015-01-21"
"Central Bank of India",4684883,1296042,5980925,39123.2,5171305,"(A) Public Sector Banks","2015-05-27"
"Central Bank of India",3135088,566014,3701102,50506.38,3241907,"(B) Regional Rural Bank","2015-05-27"
"Central Bank of India",5283075,1434154,6717229,56695.78,5329683,"(A) Public Sector Banks","2015-09-30"
"Central Bank of India",3482763,646634,4129397,71309.23,3714574,"(B) Regional Rural Bank","2015-09-30"
"Central Bank of India",5750221,1502447,7252668,73969.99,5564178,"(A) Public Sector Banks","2016-02-03"
"Central Bank of India",3563790,684475,4248265,82366.41,3988309,"(B) Regional Rural Bank","2016-02-03"
"Central Bank of India",5993697,1557667,7551364,93761.92,5744357,"(A) Public Sector Banks","2016-06-08"
"Central Bank of India",3596637,701133,4297770,93785.26,3991461,"(B) Regional Rural Bank","2016-06-08"
"Central Bank of India",6650690,1678058,8328748,106920.05,6102534,"(A) Public Sector Banks","2016-10-12"
"Central Bank of India",3524422,669700,4194122,97931.92,3873540,"(B) Regional Rural Bank","2016-10-12"
"Central Bank of India",6893567,1712671,8606238,167330.27,6079653,"(A) Public Sector Banks","2017-02-15"
"Central Bank of India",3520952,676399,4197351,132430.21,3831630,"(B) Regional Rural Bank","2017-02-15"
"Central Bank of India",7636300,1999436,9635736,165686.47,7197336,"(A) Public Sector Banks","2017-06-21"
"Central Bank of India",3513270,675119,4188389,118325.13,3812741,"(B) Regional Rural Bank","2017-06-21"
"Central Bank of India",8336456,2090457,10426913,177872.19,7884152,"(A) Public Sector Banks","2017-10-25"
"Central Bank of India",3421940,762244,4184184,114973,3800238,"(B) Regional Rural Bank","2017-10-25"
"Central Bank of India",8896085,2149113,11045198,203705.82,8435257,"(A) Public Sector Banks","2018-02-28"
"Central Bank of India",3420605,785284,4205889,114829.77,3788533,"(B) Regional Rural Bank","2018-02-28"
"Central Bank of India",9463064,2194231,11657295,233963.34,9688248,"(A) Public Sector Banks","2018-07-11"
"Central Bank of India",3431814,800062,4231876,119434.49,3785660,"(B) Regional Rural Bank","2018-07-11"
"Central Bank of India",6006011,1559710,7565721,94569.39,5751661,"(A) Public Sector Banks","2016-06-15"
"Central Bank of India",3600241,702197,4302438,95509.86,3991721,"(B) Regional Rural Bank","2016-06-15"
"Central Bank of India",6022829,1561764,7584593,95103.93,5762678,"(A) Public Sector Banks","2016-06-22"
"Central Bank of India",3604035,703172,4307207,95971.85,3992031,"(B) Regional Rural Bank","2016-06-22"
"Central Bank of India",6041321,1564379,7605700,95396.08,5771086,"(A) Public Sector Banks","2016-06-29"
"Central Bank of India",3605776,703889,4309665,95842.64,3992097,"(B) Regional Rural Bank","2016-06-29"
"Central Bank of India",6064790,1567357,7632147,96699.08,5783021,"(A) Public Sector Banks","2016-07-06"
"Central Bank of India",3607798,704636,4312434,96657.07,3992103,"(B) Regional Rural Bank","2016-07-06"
"Central Bank of India",6082873,1570493,7653366,97624.3,5792950,"(A) Public Sector Banks","2016-07-13"
"Central Bank of India",3608495,704906,4313401,96594.71,3992084,"(B) Regional Rural Bank","2016-07-13"
"Central Bank of India",6114882,1576996,7691878,98286.76,5808851,"(A) Public Sector Banks","2016-07-20"
"Central Bank of India",3609577,705461,4315038,96856.75,3991848,"(B) Regional Rural Bank","2016-07-20"
"Central Bank of India",6147659,1584484,7732143,98646.65,5822034,"(A) Public Sector Banks","2016-07-27"
"Central Bank of India",3608292,705201,4313493,97123.43,3990128,"(B) Regional Rural Bank","2016-07-27"
"Central Bank of India",6190398,1590650,7781048,99267.94,5843575,"(A) Public Sector Banks","2016-08-03"
"Central Bank of India",3604085,704082,4308167,97257.32,3984983,"(B) Regional Rural Bank","2016-08-03"
"Central Bank of India",6243414,1599733,7843147,100216.27,5869376,"(A) Public Sector Banks","2016-08-10"
"Central Bank of India",3599102,702778,4301880,97155.27,3979399,"(B) Regional Rural Bank","2016-08-10"
"Central Bank of India",6283212,1606967,7890179,100106.69,5898029,"(A) Public Sector Banks","2016-08-17"
"Central Bank of India",3591924,698264,4290188,96570.43,3968588,"(B) Regional Rural Bank","2016-08-17"
"Central Bank of India",6330081,1616084,7946165,101004.81,5919192,"(A) Public Sector Banks","2016-08-24"
"Central Bank of India",3589710,697418,4287128,96790.81,3965273,"(B) Regional Rural Bank","2016-08-24"
"Central Bank of India",6370804,1624357,7995161,102291.45,5934820,"(A) Public Sector Banks","2016-08-31"
"Central Bank of India",3589710,697418,4287128,96790.81,3965273,"(B) Regional Rural Bank","2016-08-31"
"Central Bank of India",6422392,1632829,8055221,103068.4,5967468,"(A) Public Sector Banks","2016-09-07"
"Central Bank of India",3567509,686417,4253926,97312.22,3933885,"(B) Regional Rural Bank","2016-09-07"
"Central Bank of India",6465763,1640974,8106737,104293.78,5993226,"(A) Public Sector Banks","2016-09-14"
"Central Bank of India",3550360,677716,4228076,97256.85,3908618,"(B) Regional Rural Bank","2016-09-14"
"Central Bank of India",6523576,1652793,8176369,105227.08,6028244,"(A) Public Sector Banks","2016-09-21"
"Central Bank of India",3538173,674345,4212518,97146.82,3891473,"(B) Regional Rural Bank","2016-09-21"
"Central Bank of India",6578781,1665128,8243909,106145.32,6054565,"(A) Public Sector Banks","2016-09-28"
"Central Bank of India",3529567,671583,4201150,97550.38,3880449,"(B) Regional Rural Bank","2016-09-28"
"Central Bank of India",6632995,1675078,8308073,107102.49,6087819,"(A) Public Sector Banks","2016-10-05"
"Central Bank of India",3524893,670102,4194995,97751.09,3874568,"(B) Regional Rural Bank","2016-10-05"
"Central Bank of India",6690689,1684136,8374825,107758.41,6104646,"(A) Public Sector Banks","2016-10-19"
"Central Bank of India",3523571,669531,4193102,97248.96,3872155,"(B) Regional Rural Bank","2016-10-19"
"Central Bank of India",6703816,1689120,8392936,107435.62,6083477,"(A) Public Sector Banks","2016-10-26"
"Central Bank of India",3524162,669896,4194058,96443.25,3871834,"(B) Regional Rural Bank","2016-10-26"
"Central Bank of India",6765232,1694615,8459847,108384.57,6102859,"(A) Public Sector Banks","2016-11-02"
"Central Bank of India",3524576,670824,4195400,96726.14,3871486,"(B) Regional Rural Bank","2016-11-02"
"Central Bank of India",6785737,1697759,8483496,109783.04,6102008,"(A) Public Sector Banks","2016-11-09"
"Central Bank of India",3525203,671474,4196677,97604.37,3870500,"(B) Regional Rural Bank","2016-11-09"
"Central Bank of India",6798491,1698064,8496555,177247.06,6100412,"(A) Public Sector Banks","2016-11-16"
"Central Bank of India",3525394,671549,4196943,110622.91,3870599,"(B) Regional Rural Bank","2016-11-16"
"Central Bank of India",6812803,1699536,8512339,195178.65,6099152,"(A) Public Sector Banks","2016-11-23"
"Central Bank of India",3526147,672088,4198235,146517.89,3870435,"(B) Regional Rural Bank","2016-11-23"
"Central Bank of India",6837432,1703024,8540456,196887.26,6098442,"(A) Public Sector Banks","2016-11-30"
"Central Bank of India",3526755,672437,4199192,148559.36,3870146,"(B) Regional Rural Bank","2016-11-30"
"Central Bank of India",6893567,1712671,8606238,195271.45,6097866,"(A) Public Sector Banks","2016-12-07"
"Central Bank of India",3527970,673958,4201928,147588.93,3869882,"(B) Regional Rural Bank","2016-12-07"
"Central Bank of India",6893567,1712671,8606238,193437.4,6134727,"(A) Public Sector Banks","2016-12-14"
"Central Bank of India",3527965,673956,4201921,147687.86,3869875,"(B) Regional Rural Bank","2016-12-14"
"Central Bank of India",6893567,1712671,8606238,190230.88,6130529,"(A) Public Sector Banks","2016-12-21"
"Central Bank of India",3531028,676359,4207387,146171.88,3869428,"(B) Regional Rural Bank","2016-12-21"
"Central Bank of India",6893567,1712671,8606238,187203.45,6126766,"(A) Public Sector Banks","2016-12-28"
"Central Bank of India",3533516,678067,4211583,144467.21,3869262,"(B) Regional Rural Bank","2016-12-28"
"Central Bank of India",6893567,1712671,8606238,182274.34,6120736,"(A) Public Sector Banks","2017-01-04"
"Central Bank of India",3536961,678039,4215000,142763.68,3868987,"(B) Regional Rural Bank","2017-01-04"
"Central Bank of India",6893567,1712671,8606238,177755.34,6116817,"(A) Public Sector Banks","2017-01-11"
"Central Bank of India",3537028,681196,4218224,139799.87,3867824,"(B) Regional Rural Bank","2017-01-11"
"Central Bank of India",6893567,1712671,8606238,175728.41,6113331,"(A) Public Sector Banks","2017-01-18"
"Central Bank of India",3538812,682350,4221162,138742.41,3866887,"(B) Regional Rural Bank","2017-01-18"
"Central Bank of India",6893567,1712671,8606238,172169.77,6107275,"(A) Public Sector Banks","2017-01-25"
"Central Bank of India",3526456,679436,4205892,136857.91,3847084,"(B) Regional Rural Bank","2017-01-25"
"Central Bank of India",6893567,1712671,8606238,170190.64,6101234,"(A) Public Sector Banks","2017-02-01"
"Central Bank of India",3518510,675056,4193566,135584.98,3832221,"(B) Regional Rural Bank","2017-02-01"
"Central Bank of India",6893567,1712671,8606238,167820.27,6092808,"(A) Public Sector Banks","2017-02-08"
"Central Bank of India",3520910,675982,4196892,132934.34,3831950,"(B) Regional Rural Bank","2017-02-08"
"Central Bank of India",6919900,1716618,8636518,165726.94,6074145,"(A) Public Sector Banks","2017-02-22"
"Central Bank of India",3520856,676332,4197188,131987.49,3831333,"(B) Regional Rural Bank","2017-02-22"
"Central Bank of India",6934158,1718676,8652834,166352.7,6073047,"(A) Public Sector Banks","2017-03-01"
"Central Bank of India",3518927,675379,4194306,131512.98,3828207,"(B) Regional Rural Bank","2017-03-01"
"Central Bank of India",6984159,1726551,8710710,165192.66,6070105,"(A) Public Sector Banks","2017-03-08"
"Central Bank of India",3518236,675116,4193352,128690.19,3826964,"(B) Regional Rural Bank","2017-03-08"
"Central Bank of India",7032167,1733016,8765183,165076.12,6067658,"(A) Public Sector Banks","2017-03-15"
"Central Bank of India",3517788,675549,4193337,127590.82,3824796,"(B) Regional Rural Bank","2017-03-15"
"Central Bank of India",7094131,1740390,8834521,162817.19,6062496,"(A) Public Sector Banks","2017-03-22"
"Central Bank of India",3516572,676163,4192735,124885.75,3820979,"(B) Regional Rural Bank","2017-03-22"
"Central Bank of India",7031205,1943770,8974975,163483.55,6061453,"(A) Public Sector Banks","2017-03-29"
"Central Bank of India",3516905,676512,4193417,123949.88,3820197,"(B) Regional Rural Bank","2017-03-29"
"Central Bank of India",7092508,1952084,9044592,167172.29,6988799,"(A) Public Sector Banks","2017-04-05"
"Central Bank of India",3516873,676582,4193455,123938.53,3819807,"(B) Regional Rural Bank","2017-04-05"
"Central Bank of India",7161280,1957720,9119000,165425.19,6999708,"(A) Public Sector Banks","2017-04-12"
"Central Bank of India",3517101,676795,4193896,121831.62,3819607,"(B) Regional Rural Bank","2017-04-12"
"Central Bank of India",7256342,1967755,9224097,165217.82,7030688,"(A) Public Sector Banks","2017-04-19"
